44,2,24,1,1,2,0,0,1,6,8,1,0,1,1,0,1,,,4,/////,a-b-c-d-e-f-g,Ketz�r
6,2,24,1,1,0,1,28,2,29,8,3,7,1,1,3,2,,,4,/////,,
55,1,24,1,1,0,13,0,1,3,8,5,0,1,0,1,1,,,8,/////,b-c-d-e-f,
55,1,24,1,1,0,13,10,1,3,8,5,0,5,1,1,1,,,8,/////,,
55,1,24,1,1,0,13,10,1,1,8,5,0,11,0,1,1,,,8,/////,,
93,1,24,1,1,0,13,20,2,2,3,1,8,3,2,4,2,3,3,35,/////,,Bright at 1330 CET otherwise faint
93,1,24,1,1,0,13,30,2,1,3,1,8,2,3,4,2,3,3,35,/////,,Brightest at 1340 CET before fading for good.
83,1,24,1,1,1,14,38,1,1,4,3,0,2,0,0,2,,,11,/////,,Landshut
6,2,24,1,2,0,4,4,2,20,7,5,9,1,1,3,2,,,4,/////,,
6,1,24,1,4,0,8,34,2,7,7,5,0,1,2,1,1,,,4,/////,c-d-e,
6,1,24,1,4,0,8,34,2,7,7,5,0,5,2,1,1,,,4,/////,,
6,1,24,1,4,0,9,3,2,4,7,5,0,4,2,1,1,,,4,/////,,
83,1,24,1,4,1,12,54,1,2,8,1,0,1,1,1,1,,,11,/////,b-c-d-e-f,kA kE
93,1,24,1,4,0,14,15,2,1,6,5,0,1,1,4,1,3,,35,/////,b-c-d-e-f,
83,1,24,1,4,1,14,50,1,2,8,1,0,4,1,1,2,,,11,/////,,kA kE
38,1,24,1,5,0,11,45,1,1,,2,8,1,1,4,1,,,8,/////,d-e,
51,1,24,1,5,0,11,45,1,1,,2,8,1,1,4,1,,,8,/////,d-e,
38,1,24,1,5,0,12,0,1,1,,2,8,2,1,1,1,,,8,/////,,
51,1,24,1,5,0,12,0,1,1,,1,8,2,1,1,1,,,8,/////,,
53,1,24,1,5,0,12,15,1,1,,,,1,0,1,1,,,17,/////,b-c-d-e-f,kA/kE
53,1,24,1,5,0,12,15,1,1,,,,4,0,1,1,,,17,/////,,kA/kE
51,1,24,1,5,0,12,30,1,1,5,1,8,3,1,1,1,,,8,/////,,
51,1,24,1,5,0,13,0,1,3,5,1,8,1,1,1,1,,,8,/////,b-c-d-e,
51,1,24,1,5,0,13,0,1,1,5,1,8,2,1,1,1,,,8,/////,,
72,1,24,1,5,0,14,37,1,4,6,1,7,1,1,4,1,2,5,10,/////,d/f-g,-
72,1,24,1,5,0,14,50,1,0,6,1,7,3,2,1,1,2,5,10,/////,,-
4,1,24,1,6,0,8,53,1,0,7,1,8,3,1,4,1,0,,8,/////,,
82,1,24,1,7,1,9,30,1,1,4,3,8,3,1,1,1,,,4,/////,,Schlepzig
62,1,24,1,7,0,10,55,2,1,8,3,2,1,1,0,1,,,10,/////,b-c-d-e,kA kE
62,1,24,1,7,0,10,55,2,1,8,3,2,2,3,1,2,,,10,/////,,kA kE
62,1,24,1,7,0,10,55,2,1,8,3,2,11,2,1,2,,,10,/////,,kA kE
83,1,24,1,7,1,13,58,2,1,8,3,2,4,2,1,2,,,6,/////,,kA kE
72,1,24,1,10,0,10,40,1,2,3,1,0,3,1,1,1,6,,10,/////,,-
38,1,24,1,11,0,9,10,1,1,,5,,1,1,4,1,,,8,/////,d,
51,1,24,1,11,0,9,10,1,1,5,1,0,1,1,1,1,,,8,/////,c-d-e,
51,1,24,1,11,0,9,15,1,1,5,1,0,2,0,1,1,,,8,/////,,
53,1,24,1,11,0,9,15,4,2,0,0,,1,0,1,1,,,17,/////,h,kA/kE
4,1,24,1,11,0,12,10,1,0,1,1,8,3,1,1,1,0,,8,/////,,
77,1,24,1,11,0,15,30,2,12,5,1,0,1,1,1,1,,,8,/////,b-c-d-e,
82,5,24,1,11,0,19,0,6,4,0,0,1,5,1,0,2,,,4,/////,,kA
53,1,24,1,12,0,6,35,6,1,0,0,,10,1,3,1,,,17,/////,,kA/kE/je ein halbes Grad hoch
77,1,24,1,12,0,7,30,2,25,8,1,8,1,1,1,1,,,8,/////,b-c-d-e-f,
51,1,24,1,13,0,11,10,1,2,7,1,8,5,0,4,1,,,8,/////,,
83,1,24,1,14,1,15,6,1,2,8,1,0,4,2,1,2,,,11,/////,,Freising
83,1,24,1,16,0,8,57,1,24,8,1,0,1,1,1,1,,,11,/////,a-b-c-d-e-f-g,
46,1,24,1,16,2,9,50,1,2,6,1,2,2,1,1,1,,,8,/////,,kA
56,1,24,1,16,0,10,10,2,5,9,3,2,1,1,1,1,,,2,/////,c-d-e,kA
62,1,24,1,16,0,10,10,1,1,9,3,7,1,0,0,1,,,10,/////,d,
46,1,24,1,16,2,10,30,1,3,7,5,2,1,1,1,1,,,8,/////,d-e-f-g,kA
4,1,24,1,16,0,10,45,1,0,6,1,9,5,1,4,2,0,,8,/////,,
72,1,24,1,16,0,11,26,1,2,5,1,2,3,1,1,1,,17,10,/////,,-
4,1,24,1,16,0,11,35,1,5,8,3,2,1,1,4,1,0,,8,/////,b-c-d-e-f,
13,1,24,1,16,0,11,55,1,5,6,3,2,5,1,1,2,,,5,/////,,
38,1,24,1,16,0,12,0,1,4,7,3,8,1,1,4,1,,,8,/////,b-c-d-e-f,kA
51,1,24,1,16,0,12,0,1,4,7,3,8,1,1,4,1,,,8,/////,b-c-d-e-f,kA
13,1,24,1,16,0,12,10,1,1,6,3,2,1,0,1,1,,,5,/////,c-d-e-f,
13,1,24,1,16,0,12,10,1,1,6,3,0,3,1,1,2,,,5,/////,,
46,1,24,1,16,2,14,0,1,1,7,5,2,2,1,1,1,,,8,/////,,kA
6,2,24,1,16,0,18,6,2,6,7,3,7,1,1,3,1,,,4,/////,b-c-d-e-f,
6,1,24,1,17,0,8,28,1,34,6,5,0,1,2,1,1,,,4,/////,b-c-d-e-f,
46,1,24,1,17,2,9,0,1,4,7,5,7,1,1,1,1,,,8,/////,b-c-d-e-f,kA
84,1,24,1,17,2,9,0,2,1,5,1,1,8,,,,,,2,/////,,
4,1,24,1,17,0,9,20,2,4,8,5,2,1,0,4,1,1,3,8,/////,b-c-d-e-f,
51,1,24,1,17,0,9,30,1,4,8,3,7,2,1,4,1,,,8,/////,,
84,1,24,1,17,2,9,30,2,2,5,1,1,1,1,0,1,,,2,/////,c-d-e-f-g,
84,1,24,1,17,2,9,30,2,1,5,1,1,5,2,1,1,,,2,/////,,
51,1,24,1,17,0,9,45,1,2,8,3,7,1,1,4,1,,,8,/////,b-c-d-e-f,
51,1,24,1,17,0,9,45,1,1,8,3,7,5,0,4,1,,,8,/////,,
6,1,24,1,17,0,9,48,1,26,6,5,0,5,2,1,1,,,4,/////,,
31,1,24,1,17,1,10,10,1,3,9,1,1,2,1,1,1,,3,8,/////,,Oberwiesenthal
53,1,24,1,17,0,10,10,2,1,,,,1,0,1,1,,,17,/////,c-d-e,kA/kE
89,1,24,1,17,0,10,10,2,26,7,1,0,1,1,0,1,,,4,/////,c-d-e,
89,1,24,1,17,0,10,10,2,20,7,1,0,2,1,0,1,,,4,/////,,
89,1,24,1,17,0,10,20,2,15,7,1,0,5,1,0,1,,,4,/////,,
6,1,24,1,17,0,10,26,1,17,7,5,0,4,2,1,1,,,4,/////,,
82,1,24,1,17,2,10,45,1,1,6,3,8,1,2,1,1,,,8,/////,b-c-d-e-f,kA. kE
82,1,24,1,17,2,10,45,1,1,6,3,8,2,2,1,1,,,8,/////,,kA
82,1,24,1,17,2,10,45,1,1,6,3,8,11,0,1,2,,,8,/////,,kA
46,1,24,1,17,2,11,0,1,3,7,5,7,3,1,1,1,,,8,/////,,kA
93,1,24,1,17,0,11,25,2,3,3,1,0,2,0,1,2,8,,35,/////,,UH
84,1,24,1,17,2,11,40,2,1,5,1,1,4,2,1,,,,2,/////,,
56,1,24,1,17,0,12,50,2,4,9,3,7,1,1,1,1,1,,2,/////,c-d-e-f,
83,1,24,1,18,0,11,26,1,3,8,3,,1,2,1,1,,,11,/////,a-b-c-d-e-f-g,kA kE
83,1,24,1,18,0,11,34,1,1,8,3,,11,1,1,2,,,11,/////,,
6,2,24,1,18,0,17,21,1,10,7,5,0,1,2,3,2,,,4,/////,,
53,5,24,1,19,0,6,30,5,1,0,0,,12,0,1,1,,,17,/////,h,kA/kE
53,1,24,1,19,0,10,15,5,1,0,0,,1,1,1,1,,,17,/////,g-h-a,kA/kE
53,1,24,1,19,0,10,15,5,1,0,0,,12,0,1,1,,,17,/////,g-h-a,kA/kE
93,1,24,1,19,0,15,30,2,3,7,1,5,1,1,4,1,8,,35,/////,b-c-d-e-f,UH.
93,1,24,1,19,0,15,30,2,0,7,1,5,3,2,0,1,8,,35,/////,,Appeared in narrow strip of high Ci.
93,1,24,1,19,0,15,30,2,0,7,1,5,5,1,4,1,8,,35,/////,,
93,2,24,1,19,0,18,40,2,18,7,3,0,1,0,0,2,8,,35,/////,,
72,1,24,1,20,0,8,26,5,2,0,0,0,1,1,0,1,,,10,/////,f-g-h-a-b,kA kE
53,1,24,1,20,0,8,45,5,6,0,0,,1,1,1,1,,,17,/////,g-h-a,kA/kE/UB
53,1,24,1,20,0,9,40,5,1,0,0,,12,0,1,1,,,17,/////,g-h-a,kA/kE
13,1,24,1,20,1,14,50,1,1,2,1,0,2,1,1,1,,,5,/////,,Eisborn
13,1,24,1,20,1,15,30,1,2,2,1,0,3,1,1,1,,,5,/////,,Eisborn
62,1,24,1,20,1,16,50,1,1,3,1,0,8,1,0,,,,10,/////,,Ihringen am Kaiserstuhl
72,2,24,1,20,0,19,5,1,7,8,1,0,1,1,0,1,,,10,/////,f-g-h-a,1925 V=2 d=2
56,2,24,1,20,0,19,25,1,13,8,3,0,1,2,0,2,1,,2,/////,,
62,2,24,1,20,0,20,30,0,1,,3,0,1,1,0,2,,,10,/////,,kA kE
62,1,24,1,21,0,8,30,1,0,6,5,7,3,1,4,1,,,10,/////,,
62,1,24,1,21,0,8,55,1,6,9,5,7,1,1,0,1,,,10,/////,c-d-e,
53,1,24,1,21,0,9,30,4,2,0,0,,1,0,1,1,,,17,/////,h,kA/kE
55,1,24,1,21,0,10,0,1,3,8,5,0,1,1,1,1,,,8,/////,c-d-e,
6,1,24,1,21,0,10,46,2,1,8,3,7,1,0,1,1,,,4,/////,b-c-d-e-f,
78,1,24,1,21,0,10,54,2,5,8,5,0,1,1,1,1,,,11,/////,b-c-d-e-f,kA
83,1,24,1,21,0,11,37,2,8,8,3,0,1,1,1,1,1,,11,/////,a-b-c-d-e-f-g,kA kE
4,1,24,1,21,0,12,5,2,2,7,5,9,1,0,4,1,2,,8,/////,b-c-d-e-f,
4,1,24,1,21,0,13,0,2,4,6,3,0,1,1,4,1,0,,8,/////,b-c-d-e-f,
61,1,24,1,21,0,14,5,1,13,7,1,2,2,0,1,1,3,,7,/////,,UH
61,1,24,1,21,0,14,40,1,11,7,1,2,1,0,3,1,3,,7,/////,c-d-e,
82,1,24,1,21,0,14,40,2,2,6,3,8,1,1,1,1,,,4,/////,c-d-e-f,kA
83,1,24,1,21,1,14,41,1,1,4,1,,4,2,1,2,,,11,/////,,kA kE
53,1,24,1,21,0,14,55,1,1,,,,1,0,1,1,,,17,/////,b/f,kA/kE
53,1,24,1,21,0,14,55,1,5,,,,2,1,1,1,,,17,/////,,kA/kE/UB
53,1,24,1,21,0,14,55,1,1,,,,3,1,1,1,,,17,/////,,kA/kE
44,1,24,1,21,2,18,0,2,1,4,3,7,1,1,0,1,,,4,/////,b-c-d-e-f,
38,2,24,1,21,0,18,45,0,4,6,3,8,1,1,0,1,,,8,/////,a-b-c-d-e-f-g,kA
