31,2,23,1,1,1,0,0,1,18,9,5,1,1,1,0,2,,,8,1////,,kE UB
82,2,23,1,1,1,0,0,1,3,4,3,0,1,0,0,1,,,11,1////,b-c-d-e-f,bei Bad Steben
31,1,23,1,1,1,8,30,1,12,9,1,1,1,1,1,1,,,8,1////,b-c-d-e-f,kE UB
61,1,23,1,1,0,9,5,1,11,7,1,5,1,0,0,1,2,,7,1////,,
46,1,23,1,1,0,10,0,1,3,7,5,8,2,1,1,1,,,8,2////,,kA
46,1,23,1,1,0,10,0,1,3,7,5,8,3,1,1,1,,,8,3////,,kA
61,1,23,1,1,0,10,0,1,4,7,1,5,3,0,0,1,2,,7,3////,,
6,1,23,1,1,0,10,51,2,6,7,5,2,1,1,1,1,,,4,1////,c-d-e,
6,1,23,1,1,0,10,51,2,1,7,5,2,3,2,1,1,,,4,3////,,
38,1,23,1,1,0,10,55,1,3,8,1,8,3,1,1,1,,,8,3////,,
51,1,23,1,1,0,10,55,1,3,8,1,8,3,1,1,1,,,8,3////,,
31,1,23,1,1,0,11,0,1,24,9,5,1,1,1,0,1,,,8,1////,b-c-d-e-f,kA UB
31,1,23,1,1,0,12,0,1,18,9,5,1,5,1,0,1,,,8,5////,,UB
93,1,23,1,1,0,12,25,2,12,7,5,2,1,0,1,1,4,,35,1////,b-c-d-e-f,UH UB
93,1,23,1,1,0,12,25,2,0,7,1,2,3,0,1,2,4,,35,3////,,
51,1,23,1,1,1,13,55,1,1,7,3,7,2,1,1,1,,,8,2////,,Scheibenberg
6,2,23,1,1,0,17,5,1,20,7,3,8,1,2,3,2,,,4,1////,,
62,2,23,1,1,0,20,30,1,9,8,5,9,1,1,0,2,,,10,1////,,kA kE
38,2,23,1,1,0,23,40,1,1,,5,8,1,1,0,1,,,8,1////,a-b-c-d-e-f,
51,2,23,1,1,0,23,40,1,1,,5,8,1,1,0,1,,,8,1////,a-b-c-d-e-f,
53,1,23,1,2,0,8,40,1,1,,,,3,1,1,1,,,17,3////,,kA/kE
53,1,23,1,2,0,9,10,1,1,,,,2,1,1,1,,,17,2////,,kA/kE
4,1,23,1,2,0,9,13,2,1,7,5,9,3,1,4,1,0,,8,3////,,
51,1,23,1,2,0,10,25,1,1,7,3,7,3,1,4,1,,,8,3////,,
38,1,23,1,2,0,10,30,2,7,7,1,8,1,1,4,1,,,8,1////,d-e-f,
51,1,23,1,2,0,10,30,2,7,7,1,7,1,1,4,1,,,8,1////,d-e-f,
4,1,23,1,2,0,10,35,2,0,7,5,9,1,1,4,1,0,,8,1////,c-d-e,
46,1,23,1,2,2,11,15,1,2,7,5,8,1,1,1,1,,,8,1////,e-f,kA
81,1,23,1,2,1,11,20,2,1,9,7,8,3,1,1,1,2,3,8,3////,,Doberschütz
4,1,23,1,2,0,11,25,1,1,7,5,9,1,0,4,1,0,,8,1////,b-c-d-e,
31,1,23,1,2,2,12,0,1,2,9,1,1,1,1,1,1,,12,8,1////,b-c-d-e-f,kA kE
38,1,23,1,2,0,12,5,1,1,6,1,8,3,1,1,1,,,8,3////,,
51,1,23,1,2,0,12,5,1,1,7,1,7,3,1,1,1,,,8,3////,,
82,1,23,1,2,0,12,35,2,1,6,3,7,3,1,1,1,,,4,3////,,
53,1,23,1,2,0,14,15,1,6,,,,2,2,1,1,,,17,2////,,kE
4,1,23,1,2,0,14,45,1,1,7,5,9,2,1,4,1,0,,8,2////,,
31,1,23,1,2,2,15,0,1,2,9,1,1,1,2,2,2,,9,8,1////,,kA kE
83,2,23,1,2,2,17,20,1,9,8,1,0,1,2,0,2,2,8,11,1////,,Sauerlach (südl. München)
83,2,23,1,2,2,17,20,1,9,8,1,0,7,2,0,2,2,8,11,7////,,gegen 18:15 Uhr komplett sichtbar
53,2,23,1,2,0,18,30,1,2,,,,1,1,1,2,,,17,1////,,kA/kE
53,2,23,1,2,0,18,30,1,2,,,,7,1,1,1,,,17,7////,d,kA/kE
38,1,23,1,3,0,9,30,1,4,7,1,0,1,1,4,1,,,8,1////,b-c-d-e-f,
51,1,23,1,3,0,9,30,1,4,7,1,0,1,1,4,1,,,8,1////,b-c-d-e-f,
51,1,23,1,3,0,9,30,1,8,7,1,0,2,1,1,1,,,8,2////,,
51,1,23,1,3,0,9,35,1,4,7,1,0,5,1,1,1,,,8,5////,,
38,1,23,1,3,0,9,50,1,1,7,1,0,5,1,4,1,,,8,5////,,
38,1,23,1,3,0,9,55,1,1,7,1,0,2,1,1,1,,,8,2////,,
38,1,23,1,3,0,9,55,1,1,7,1,0,3,0,1,1,,,8,3////,,
51,1,23,1,3,0,9,55,1,1,7,1,0,3,0,1,1,,,8,3////,,
51,1,23,1,3,0,11,0,1,2,7,1,0,3,1,1,1,,,8,3////,,
78,1,23,1,3,0,11,5,1,1,8,5,5,1,2,1,1,,,11,1////,b-c-d-e-f,kA kE
62,2,23,1,3,0,21,45,1,6,8,5,7,1,1,0,1,,,10,1////,,"kA kE ""unrund..."""
72,2,23,1,3,0,22,28,1,2,6,1,0,1,2,0,1,1,9,10,1////,d-e-f-g,2237 V=2
74,2,23,1,4,0,2,10,0,0,2,3,8,1,1,0,1,,4,2,1////,f-g-h-a-b,kA kE
51,1,23,1,4,0,10,5,1,0,4,1,9,3,1,4,1,,,8,3////,,DD: 2'
93,1,23,1,4,0,11,0,2,1,7,5,2,1,0,1,1,8,,35,1////,b-c-d-e-f,
6,2,23,1,4,0,18,11,2,3,8,3,2,1,2,4,1,,,4,1////,c-d-e,
6,2,23,1,4,0,22,5,2,2,7,5,8,1,2,3,2,,,4,1////,,
81,2,23,1,5,0,20,0,2,9,8,3,8,1,1,1,2,1,0,8,1////,,
83,1,23,1,6,0,11,0,0,1,4,1,2,1,0,1,1,1,,11,1////,d-e-f,
83,1,23,1,6,0,11,0,0,3,4,1,0,3,1,1,2,1,,11,3////,,
84,1,23,1,6,0,14,45,1,1,4,1,3,2,1,,,,,2,2////,,
6,2,23,1,6,0,17,15,1,26,6,1,2,1,2,4,1,,,4,1////,c-d-e,
56,2,23,1,6,0,17,40,1,11,7,5,0,1,1,0,1,,,2,1////,a-b-c-d-e-f,UB
81,2,23,1,6,0,18,20,2,7,6,3,8,1,1,1,2,1,36,8,1////,,
82,2,23,1,6,0,19,0,1,30,8,3,8,1,1,0,2,,,4,1////,,kA
93,2,23,1,6,0,19,0,2,6,7,1,1,1,1,0,1,1,7,35,1////,b-c-d-e-f,UH
82,2,23,1,6,0,20,45,1,3,8,3,0,7,2,1,1,,,4,7////,d,kA
6,2,23,1,6,0,22,0,1,14,6,5,0,1,2,3,2,,,4,1////,,
82,2,23,1,6,0,22,20,1,0,8,3,0,7,2,1,2,,,4,7////,,kA
