3,1,9,1,2,2,8,15,1,15,4,1,2,3,1,4,1,,,11,3////,,UH
51,1,9,1,2,2,9,0,1,9,,,,3,2,1,2,,,11,3////,,
51,1,9,1,2,2,9,10,1,1,,,,2,1,1,1,,,11,2////,,
13,1,9,1,3,0,8,45,4,3,0,0,0,1,0,1,1,,,5,1////,g-h-a,
53,1,9,1,3,0,9,55,4,,0,0,0,1,0,1,1,,,17,1////,h,kA/kE
53,1,9,1,3,0,9,55,4,,0,0,0,12,0,1,1,,,17,12////,h,kA/kE
13,1,9,1,3,0,10,0,2,2,2,3,8,2,1,1,2,2,28,5,2////,,
13,1,9,1,3,0,10,0,2,1,2,3,8,3,1,1,2,2,28,5,3////,,
38,1,9,1,3,1,15,15,6,5,0,0,,2,3,1,2,,,11,2////,,* Sudelfeld
38,1,9,1,3,1,15,15,6,5,0,0,,21,3,1,1,,,11,21////,,* AB Sudelfeld
51,1,9,1,3,1,15,15,6,5,0,0,,2,3,1,2,,,11,2////,,* Sudelfeld
51,1,9,1,3,1,15,15,6,5,0,0,,21,3,1,1,,,11,21////,,* AB Sudelfeld
38,1,9,1,3,1,15,30,6,2,0,0,,1,1,1,1,,,11,1////,b-c-d-e,* Sudelfeld
51,1,9,1,3,1,15,30,6,2,0,0,,1,1,1,1,,,11,1////,b-c-d-e,* Sudelfeld
38,1,9,1,3,1,15,35,6,2,0,0,,3,2,1,2,,,11,3////,,* Sudelfeld
38,1,9,1,3,1,15,35,6,2,0,0,,5,3,1,2,,,11,5////,,* Sudelfeld
38,1,9,1,3,1,15,35,6,2,0,0,,8,2,0,2,,,11,822//,,* Sudelfeld
38,1,9,1,3,1,15,35,6,1,0,0,,9,2,0,2,,,11,9//20,,* Sudelfeld
38,1,9,1,3,1,15,35,6,2,0,0,,22,3,1,1,,,11,22////,,* A Sudelfeld
51,1,9,1,3,1,15,35,6,2,0,0,,3,2,1,2,,,11,3////,,* Sudelfeld
51,1,9,1,3,1,15,35,6,2,0,0,,5,3,1,2,,,11,5////,,* Sudelfeld
51,1,9,1,3,1,15,35,6,2,0,0,,8,2,0,2,,,11,822//,,* Sudelfeld
51,1,9,1,3,1,15,35,6,1,0,0,,9,2,0,2,,,11,9//20,,* Sudelfeld
51,1,9,1,3,1,15,35,6,2,0,0,,22,3,1,1,,,11,22////,,* A Sudelfeld
38,1,9,1,3,1,15,38,6,1,0,0,,27,1,1,2,,,11,27////,,* V-förmig Sudelfeld
38,1,9,1,3,1,15,38,6,0,0,0,,77,0,0,,,,11,77////,,* Sudelfeld
51,1,9,1,3,1,15,38,6,1,0,0,,27,1,1,2,,,11,27////,,* V-förmig Sudelfeld
51,1,9,1,3,1,15,38,6,0,0,0,,77,0,0,,,,11,77////,,* Sudelfeld
38,1,9,1,3,1,15,40,6,1,0,0,,11,1,1,1,,,11,11////,,* Sudelfeld
38,1,9,1,3,1,15,40,6,1,0,0,,12,1,1,1,,,11,12////,c-d-e,* Sudelfeld
51,1,9,1,3,1,15,40,6,1,0,0,,11,1,1,1,,,11,11////,,* Sudelfeld
51,1,9,1,3,1,15,40,6,1,0,0,,12,1,1,1,,,11,12////,c-d-e,* Sudelfeld
72,1,9,1,4,0,8,57,1,0,8,5,0,5,1,1,1,2,,10,5////,,-
72,1,9,1,4,0,10,12,1,0,8,5,8,3,1,1,1,2,,10,3////,,-
38,1,9,1,5,0,8,30,1,2,7,,,8,1,0,2,,,11,810//,,
38,1,9,1,5,0,10,30,1,21,8,5,0,1,1,1,1,,,11,1////,b-c-d-e-f,
51,1,9,1,5,0,10,30,1,21,8,5,0,1,1,1,1,,,11,1////,b-c-d-e-f,
38,1,9,1,5,0,10,50,1,17,8,5,0,2,2,1,2,,,11,2////,,
51,1,9,1,5,0,10,50,1,17,8,5,0,2,2,1,2,,,11,2////,,
38,1,9,1,5,0,10,55,1,8,6,1,8,1,1,1,1,,,11,1////,b-c-d-e-f,
58,1,9,1,5,2,11,0,7,4,0,0,2,10,1,0,2,,0,2,1055,,Uh leichter Schneefall
38,1,9,1,5,0,11,40,1,11,8,5,0,3,1,1,1,,,11,3////,,
51,1,9,1,5,0,11,40,1,11,8,5,0,3,1,1,1,,,11,3////,,
38,1,9,1,5,0,11,50,1,13,8,5,0,11,1,1,1,,,11,11////,,
51,1,9,1,5,0,11,50,1,13,8,5,0,11,1,1,1,,,11,11////,,
3,1,9,1,5,0,13,30,1,6,7,3,2,1,2,1,1,,,11,1////,b-c-d-e-f,kA/kE
38,1,9,1,5,0,14,15,2,1,7,5,0,1,1,4,1,,,11,1////,d-e,
38,1,9,1,5,0,14,15,2,1,8,5,0,2,2,4,1,,,11,2////,,
51,1,9,1,5,2,15,15,2,1,,3,9,2,1,1,1,,,11,2////,,
51,1,9,1,5,2,15,55,2,1,,3,9,3,1,1,1,,,11,3////,,
38,2,9,1,5,0,17,40,2,9,,,,1,0,0,2,,,11,1////,,
51,2,9,1,5,2,18,45,2,32,8,3,9,1,1,0,2,,,11,1////,,
61,2,9,1,5,2,19,10,1,10,8,3,1,1,0,0,2,1,2,10,1////,,g 74564 Crailsheim
15,5,9,1,5,0,19,30,6,24,0,0,0,8,2,3,2,7,,8,830//,,LS an ca. 15 Lichtquellen
15,5,9,1,5,0,19,30,6,24,0,0,0,9,1,3,2,7,,8,9//5,,LS an einer Lichtquelle
4,5,9,1,6,2,5,0,6,0,0,0,0,8,3,0,2,0,0,8,830//,,kA kE Autofahrt
59,1,9,1,6,1,9,45,1,2,6,3,8,2,2,1,2,1,6,1,2////,,B:01
51,1,9,1,6,2,10,10,6,1,0,0,2,46,1,4,1,,,11,46////,,in Sc-Wolkenmeer
4,1,9,1,6,2,10,45,6,2,0,0,0,10,1,0,2,,0,8,10150,,kA
3,1,9,1,6,2,10,50,2,29,7,3,7,1,1,4,1,,,11,1////,b-c-d-e-f,kA
3,1,9,1,6,2,10,50,2,3,7,3,7,11,1,1,1,,,11,11////,,kA
9,1,9,1,6,0,11,30,6,3,0,0,0,3,1,1,1,,,8,3////,,Polarschnee
3,1,9,1,7,2,8,15,1,6,6,1,1,1,1,4,1,,,11,1////,b-c-d-e-f,St als Nebelmeer
3,1,9,1,7,2,8,55,1,9,6,1,1,3,2,1,1,,,11,3////,,UH
3,1,9,1,7,2,9,0,6,7,0,0,1,44,2,0,1,,,11,44////,,St als Nebelmeer
3,1,9,1,7,2,9,0,6,10,0,0,1,46,2,4,1,,,11,46////,,St als Nebelmeer
38,1,9,1,7,1,13,0,6,,0,0,,5,1,1,1,,,11,5////,,* Sudelfeld
38,1,9,1,7,1,13,0,6,,0,0,,8,1,0,2,,,11,822//,,* Sudelfeld
38,1,9,1,7,1,13,0,6,,0,0,,9,1,0,2,,,11,9//30,,* Sudelfeld
38,1,9,1,7,1,13,0,6,,0,0,,27,1,1,2,,,11,27////,,* Sudelfeld
38,1,9,1,7,1,13,0,6,,0,0,,44,1,0,2,,,11,44////,,* Sudelfeld
38,1,9,1,7,1,13,0,6,,0,0,,77,1,0,1,,,11,77////,,* Sudelfeld
51,1,9,1,7,1,13,0,6,,0,0,,5,1,1,1,,,11,5////,,* Sudelfeld
51,1,9,1,7,1,13,0,6,,0,0,,8,1,0,2,,,11,822//,,* Sudelfeld
51,1,9,1,7,1,13,0,6,,0,0,,9,1,0,2,,,11,9//30,,* Sudelfeld
51,1,9,1,7,1,13,0,6,,0,0,,27,1,1,2,,,11,27////,,* Sudelfeld
51,1,9,1,7,1,13,0,6,,0,0,,44,1,0,2,,,11,44////,,* Sudelfeld
51,1,9,1,7,1,13,0,6,,0,0,,77,1,0,1,,,11,77////,,* Sudelfeld
38,1,9,1,7,1,13,30,6,9,0,0,,1,1,1,1,,,11,1////,b-c-d-e-f,* Sudelfeld
38,1,9,1,7,1,13,30,6,9,0,0,,2,2,1,2,,,11,2////,,* Sudelfled
38,1,9,1,7,1,13,30,6,9,0,0,,3,2,1,2,,,11,3////,,* Sudelfeld
38,1,9,1,7,1,13,30,6,9,0,0,,11,2,1,2,,,11,11////,,* Sudelfeld
